t_start,t_end,residual,err,iter_mean,iter_range,iter_max_index,iter_min_index,iter_std,iter_var,time_to_solution
0.0,0.03125,0.0006143308251986339,1.4048121423679185e-07,1.0,0,0,0,0.0,0.0,0.011274879999291443
0.03125,0.0625,0.0006143210673799888,8.809634134403849e-07,1.0,0,0,0,0.0,0.0,0.007639763000042876
0.0625,0.09375,0.0006143006694322011,2.5472355976419584e-06,1.0,0,0,0,0.0,0.0,0.009880100999907881
0.09375,0.125,0.0006142682130739467,5.339675184437844e-06,1.0,0,0,0,0.0,0.0,0.008012201000383357
0.125,0.15625,0.0006142228708744559,9.382071539595143e-06,1.0,0,0,0,0.0,0.0,0.007537548000073002
0.15625,0.1875,0.0006141641433092831,1.4750718239323135e-05,1.0,0,0,0,0.0,0.0,0.008221083000535145
0.1875,0.21875,0.0006140917262748681,2.1492209381558085e-05,1.0,0,0,0,0.0,0.0,0.00787029899947811
0.21875,0.25,0.0006140054351982385,2.9634336438637303e-05,1.0,0,0,0,0.0,0.0,0.007578445999570249
0.25,0.28125,0.0006139051594650012,3.919270398753878e-05,1.0,0,0,0,0.0,0.0,0.007103464000465465
0.28125,0.3125,0.0006137908345554412,5.017467570386567e-05,1.0,0,0,0,0.0,0.0,0.007210007999674417
0.3125,0.34375,0.0006136624248885612,6.258164978006163e-05,1.0,0,0,0,0.0,0.0,0.007071922999784874
0.34375,0.375,0.0006135199132309382,7.641028449050439e-05,1.0,0,0,0,0.0,0.0,0.007004907000009553
0.375,0.40625,0.0006133632941521266,9.165306019535246e-05,1.0,0,0,0,0.0,0.0,0.006995610000558372
0.40625,0.4375,0.0006131925699796955,0.00010829841910961369,1.0,0,0,0,0.0,0.0,0.008047436000197195
0.4375,0.46875,0.0006130077482999562,0.0001263306348392303,1.0,0,0,0,0.0,0.0,0.008281844000521232
0.46875,0.5,0.0006128088404140857,0.00014572950896656476,1.0,0,0,0,0.0,0.0,0.007359846999861475
0.5,0.53125,0.0006125958603859199,0.00016646995872862587,1.0,0,0,0,0.0,0.0,0.007234495000375318
0.53125,0.5625,0.0006123688244554367,0.000188521539958765,1.0,0,0,0,0.0,0.0,0.007245847999911348
0.5625,0.59375,0.000612127750678625,0.00021184793785801464,1.0,0,0,0,0.0,0.0,0.007501322000280197
0.59375,0.625,0.0006118726587077894,0.00023640645166892726,1.0,0,0,0,0.0,0.0,0.007140673999856517
0.625,0.65625,0.0006116035696583374,0.0002621474959206172,1.0,0,0,0,0.0,0.0,0.007213531000161311
0.65625,0.6875,0.0006113205060298145,0.0002890141393284336,1.0,0,0,0,0.0,0.0,0.007093909000104759
0.6875,0.71875,0.0006110234916602939,0.0003169417018174267,1.0,0,0,0,0.0,0.0,0.007132805999390257
0.71875,0.75,0.0006107125517014661,0.0003458574299043702,1.0,0,0,0,0.0,0.0,0.007313570999940566
0.75,0.78125,0.0006103877126073027,0.00037568027043309083,1.0,0,0,0,0.0,0.0,0.007030608000604843
0.78125,0.8125,0.0006100490021303842,0.00040632076208254193,1.0,0,0,0,0.0,0.0,0.007107022000127472
0.8125,0.84375,0.0006096964493239766,0.00043768106294838754,1.0,0,0,0,0.0,0.0,0.007437803999891912
0.84375,0.875,0.0006093300845473578,0.00046965513064868016,1.0,0,0,0,0.0,0.0,0.007099520999872766
0.875,0.90625,0.0006089499394734027,0.0005021290687175228,1.0,0,0,0,0.0,0.0,0.006846397000117577
0.90625,0.9375,0.0006085560470978421,0.0005349816494682814,1.0,0,0,0,0.0,0.0,0.007309743000405433
0.9375,0.96875,0.0006081484417499967,0.0005680850190328557,1.0,0,0,0,0.0,0.0,0.007160830000429996
0.96875,1.0,0.0006077271591036749,0.0006013055849865233,1.0,0,0,0,0.0,0.0,0.009706896999887249
